character,value,rule,identification,role (narrator, detective, victim, perpetrator),
1,Mrs. Warren,1,TRUE,,
1,landlady,1,FALSE,,
1,client,1,FALSE,,
2,Sherlock Holmes,1,TRUE,detective,
2,Holmes,1,FALSE,,
2,Mr. Holmes,1,FALSE,,
2,companion,1,FALSE,,
2,Mr. Sherlock Holmes,1,FALSE,,
3,Gennaro Lucca,1,TRUE,victim,
3,your new lodger,1,FALSE,,
3,the man,1,FALSE,,
3,the man who took the rooms,1,FALSE,,
3,Mrs. Warren's lodger,1,FALSE,,
3,your lodger,1,FALSE,,
3,this lodger of yours,1,FALSE,,
3,male,1,FALSE,,
3,Gennaro,1,FALSE,,
3,Mr. Lucca,1,FALSE,,
3,my husband,1,FALSE,,
3,my poor husband,1,FALSE,,
3,her husband,1,FALSE,,
4,Watson,1,TRUE,narrator,
5,girl,1,TRUE,,
6,Mr. Warren,1,TRUE,,
6,your husband,1,FALSE,,
7,other,1,TRUE,victim,
7,one,1,FALSE,,
7,neighbour,1,FALSE,,
7,woman,1,FALSE,,
7,female lodger,1,FALSE,,
7,lady,1,FALSE,,
7,the mysterious lodger of Bloomsbury,1,FALSE,,
7,Emilia Lucca,1,FALSE,,
7,Italian,1,FALSE,,
7,Mrs. Lucca,1,FALSE,,
8,men,1,TRUE,,
8,enemies,1,FALSE,,
8,enemy,1,FALSE,,
9,Gregson,1,TRUE,detective2,
9,Scotland Yard detective,1,FALSE,,
9,Mr. Gregson,1,FALSE,,
10,Mr. Leverton,1,TRUE,,
10,cabman,1,FALSE,,
10,American,1,FALSE,,
10,The Pinkerton man,1,FALSE,,
10,American detective,1,FALSE,,
10,official,1,FALSE,,
11,Mr. Fairdale Hobbs,1,TRUE,,
12,Signor Zamba ,1,TRUE,,
12,Zamba,1,FALSE,,
13,Giuseppe Gorgiano,1,TRUE,perpetrator,attempted murder, violence, abduction
13,an enormous man,1,FALSE,,
13,this huge man,1,FALSE,,
13,Gorgiano,1,FALSE,,
13,our enemy,1,FALSE,,
14,Augusto Barelli,1,TRUE,,
14,father,1,FALSE,,
15,Tito Castalotte,1,TRUE,,
15,Signor Castalotte,1,FALSE,,
15,Castalotte,1,FALSE,,
15,friend,1,FALSE,,
15,benefactor,1,FALSE,,
