character,value,rule,identification,role (narrator, detective, victim, perpetrator),
1,Sherlock Holmes,1,TRUE,detective,
1,Holmes,1,FALSE,,
1,Mr. Holmes,1,FALSE,,
2,Dr. Watson,1,TRUE,narrator,
2,Watson,1,FALSE,,
3,Inspector Stanley Hopkins,1,TRUE,detective2,
3,Stanley Hopkins,1,FALSE,,
3,Hopkins,1,FALSE,,
3,Mr. Hopkins,1,FALSE,,
4,Mr. Jack Croker,1,TRUE,perpetrator,murderer
4,Captain Croker,1,FALSE,,
4,visitor,1,FALSE,,
4,sailor,1,FALSE,,
5,Sir Eustace Brackenstall,1,TRUE,victim,
5,Sir Eustace,1,FALSE,,
5,husband,1,FALSE,,
5,employer,1,FALSE,,
5,fiend,1,FALSE,,
5,madman,1,FALSE,,
5,hound,1,FALSE,,
6,father,1,TRUE,,
6,Randall,1,FALSE,,
6,master,1,FALSE,,
7,driver,1,TRUE,,
8,brother,1,TRUE,,
9,lodge-keeper,1,TRUE,,
10,Lady Brackenstall,1,TRUE,,
10,lady,1,FALSE,,
10,ladyship,1,FALSE,,
10,mistress,1,FALSE,,
10,Miss Mary Fraser,1,FALSE,,
10,Miss Fraser',1,FALSE,,
10,Mary Fraser,1,FALSE,,
10,Mary,1,FALSE,,
11,Theresa Wright,1,TRUE,,
11,maid,1,FALSE,,
11,woman,1,FALSE,,
11,nurse,1,FALSE,,
11,Theresa,1,FALSE,,
12,man,1,TRUE,,
12,fellow,1,FALSE,,
