character,value,rule,identification,role (narrator, detective, victim, perpetrator),
1,Mr. Sherlock Holmes,1,TRUE,detective,
1,my friend,1,FALSE,,
1,Holmes,1,FALSE,,
1,my companion,1,FALSE,,
1,Sherlock Holmes,1,FALSE,,
1,Mr. Holmes,1,FALSE,,
1,detective,1,FALSE,,
2,Mr. Jabez Wilson ,1,TRUE,,
2,gentleman,1,FALSE,,
2,Mr. Wilson,1,FALSE,,
2,client,1,FALSE,,
2,visitor,1,FALSE,,
2,Jabez Wilson,1,FALSE,,
2,pawnbroker,1,FALSE,,
2,accomplice,1,FALSE,,
3,Watson,1,TRUE,narrator,
3,Doctor,1,FALSE,,
3,Dr. Watson ,1,FALSE,,
3,doctor,1,FALSE,,
3,Watson,1,FALSE,,
4,Miss Mary Sutherland,1,TRUE,,
5,Ezekiah Hopkins1,TRUE,,
6,Vincent Spauling,1,TRUE,perpetrator,suspected bank robber
6,Spaulding,1,FALSE,,
6,benefactor,1,FALSE,,
7,girl,1,TRUE,,
8,a small man ,1,TRUE,,
8,the little man ,1,FALSE,,
9,assistant,1,TRUE,,
9,fellow,1,FALSE,,
10,Mr. Duncan Ross,1,TRUE,,
10,manager,1,FALSE,,
10,William Morris,1,FALSE,,
10,Mr. William Morris ,1,FALSE,,
11,landlord,1,TRUE,,
12,Peter Jones,1,TRUE,detective2,
12,police agent,1,FALSE,,
12,Mr. Jones,1,FALSE,,
12,Jones,1,FALSE,,
12,Mr. John Clay,1,FALSE,,
12,John Clay,1,FALSE,,
12,Clay,1,FALSE,,
13,Mr. Merryweather,1,TRUE,,
13,a long, thin, sad-faced man,1,FALSE,,
13,Our friend,1,FALSE,,
13,stranger,1,FALSE,,
13,Merryweather,1,FALSE,,
13,director,1,FALSE,,
13,bank director,1,FALSE,,
14,chairman,1,TRUE,,
15,grandfather,1,TRUE,,
16,inspector,1,TRUE,,
17,Archie,1,TRUE,,
17,a companion,1,FALSE,,
17,other,1,FALSE,,
17,prisoner,1,FALSE,,
18,intruder,1,TRUE,,
18,pal,1,FALSE,,
